經營業者,聯絡人,產品類別,產品名稱,所在縣市,標章資訊,電話,EMAIL
嘉一香食品股份有限公司樹林廠,陳國訓,畜牧,一般肉豬,新北市,產銷履歷,02-26894911,ces2000@ms39.hinet.net
大潤發流通事業股份有限公司湳雅分公司,梅思勰,畜牧,"冷藏豬肉（黑毛豬及白毛豬),冷藏雞肉",新竹市,CAS,(03)535-7699,
大潤發流通事業股份有限公司頭份分公司,梅思勰,畜牧,"冷藏雞肉,冷藏豬肉（黑毛豬及白毛豬)",苗栗縣,CAS,037-592668,
大潤發流通事業股份有限公司鳳山分公司,梅思勰,畜牧,"冷藏雞肉,冷藏豬肉（黑毛豬及白毛豬)",高雄市,CAS,07-7102999,
天棋畜牧場,洪木華,畜牧,一般肉豬,臺南市,產銷履歷,(06)6986906,ipistoryest@yahoo.com.tw
安品畜牧場,許錩棋,畜牧,"好心鮮白殼鮮雞蛋,好心鮮紅殼鮮雞蛋,優鮮蛋,源牧鮮蛋",彰化縣,CAS,04-8683356,
安品畜牧場,許錩棋,畜牧,雞蛋,彰化縣,產銷履歷,04-8683356,ANPINFARM@yahoo.com.tw
家福股份有限公司中原分店,康柏德,畜牧,冷藏豬肉(白毛豬）,桃園市,CAS,(03)433-4601,
家福股份有限公司天母分店,康柏德,畜牧,冷藏豬肉(白毛豬）,臺北市,CAS,(02)2833-8042,
家福股份有限公司安平分店,康柏德,畜牧,冷藏豬肉(白毛豬）,臺南市,CAS,(06)295-7588,
家福股份有限公司屏東分店,康柏德,畜牧,冷藏豬肉(白毛豬）,屏東縣,CAS,(08)738-0310,
誠昌實業有限公司,葉靜燕,畜牧,"冷藏豬肉,冷凍豬肉,冷凍豬肉,冷凍豬肉",彰化縣,CAS,04-7696336,
超秦企業股份有限公司,卓元裕,畜牧,"冷藏雞肉（白色肉雞、土雞及烏骨雞）,冷凍雞肉（白色肉雞、土雞及烏骨雞）",桃園市,CAS,03-3411111,
超秦企業股份有限公司,卓元裕,畜牧,土雞,桃園市,產銷履歷,(03)3411111,ginm@super-mill.com.tw
輝煌畜牧場第二場,蘇輝煌,畜牧,雞蛋,彰化縣,產銷履歷,04-8935696,aileen@fsi-intl.com.tw
輿融畜牧場,鄭聰明,畜牧,雞蛋,苗栗縣,產銷履歷,037730136,kenny50831689@yahoo.com.tw
辰頴股份有限公司,林宗盟,畜牧,"高屏鮮羊乳,豐新鮮100%鮮羊乳,鮮配家鮮羊乳,精點鮮羊乳,台灣好羊乳,飛羊鮮羊乳,華南鮮羊乳,彰農鮮羊乳",臺南市,CAS,06-6534701,
農生企業股份有限公司,楊世昌,畜牧,"冷藏雞肉【指白肉雞及有色肉雞（土雞、烏骨雞）】,冷凍雞肉【指白肉雞及有色肉雞（土雞、烏骨雞）】,冷藏鴨肉,冷凍鴨肉",屏東縣,CAS,08-7753131,
進和牧場,張進和,畜牧,雞蛋,高雄市,產銷履歷,07-6312827,kobamato@gmail.com
鄭義田畜牧場,鄭義田,畜牧,一般肉豬,花蓮縣,產銷履歷,038652938,ha.ng@msa.hinet.net
金大畜牧場,黃啟誠,畜牧,"優品蛋,安鮮蛋,五星鮮蛋,優鮮蛋,健康白殼蛋",彰化縣,CAS,04-8683930,
津谷食品股份有限公司埤頭廠,張吉銓,畜牧,一般肉豬,彰化縣,產銷履歷,04-8929939,ch@jinkufood.com.tw
津鼎食品股份有限公司,江全宏,畜牧,"8號蛋冷藏全蛋液,8號蛋冷藏蛋白液,8號蛋冷藏蛋黃液",高雄市,CAS,07-7108170,
洽發昌禽畜飼養場,邱大煙,畜牧,土雞,南投縣,產銷履歷,0492601585,rf30@fwusow.com.tw
洽發昌禽畜飼養場,邱大煙,畜牧,雞蛋,南投縣,產銷履歷,0492601585,rf30@fwusow.com.tw
浤全牧場,歐陵合,畜牧,鴨蛋,屏東縣,產銷履歷,08-8681939,egg.a939@msa.hinet.net
浤良畜牧場,歐陵合,畜牧,鴨蛋,屏東縣,產銷履歷,08-8681939,egg.a939@msa.hinet.net
浤良食品有限公司,郭秋妹,畜牧,松花皮蛋,屏東縣,CAS,08-8691939,
浤良食品有限公司,郭秋妹,畜牧,鴨蛋,屏東縣,產銷履歷,08-8691939,aileen@fsi-intl.com.tw
源欣興農畜食品有限公司土庫廠,李俊興,畜牧,"冷凍豬肉,肉博士德式Q脆腸,肉博士墨西哥熱狗(辣味),肉博士紐約客熱狗",雲林縣,CAS,05-6623667,
潘旻宏畜牧場,潘旻宏,畜牧,肉鴨,花蓮縣,產銷履歷,03-8842388,arlslan.hu@msa.hinet.net
鴻通畜牧場,邱峰通,畜牧,土雞,雲林縣,產銷履歷,05-6336989,nanako.feng@acevet.com.tw
鹽水鎮冷凍肉雞產銷班肉雞電宰廠,顏文雄,畜牧,"冷藏雞肉(白色肉雞),冷凍雞肉(白色肉雞)",臺南市,CAS,06-6552157,
麗園畜牧場,許自足,畜牧,雞蛋,高雄市,產銷履歷,07-6315811,joy@fsi.net.tw
黃聰明畜牧場,黃聰明,畜牧,一般肉豬,雲林縣,產銷履歷,05-6650439,a056650645@yahoo.com.tw
黑橋牌企業股份有限公司,陳春利,畜牧,"古早味黑豬肉香腸,養生紅麴紹興香腸,黑橋牌蒜味珍珠香腸,巴伐利亞乳酪德國香腸,慕尼黑煙燻德國香腸,波蘭蒜味德國香腸,原味熟香腸,辣味熟香腸,蒜味熟香腸,五香熟香腸,黑橋牌特製新鮮真空香腸,黑橋牌蒜味香腸,黑橋牌特製原味香腸,黑橋牌五香香腸,黑橋牌原味香腸,黑橋牌烤香腸,黑橋牌維也納Q熱狗,黑橋牌火腿,黑橋牌特饌臘肉,黑橋牌海苔肉酥,黑橋牌肉絨,黑橋牌肉乾,黑橋牌肉絲,黑橋牌肉角,黑橋牌香腸小丸子,黑橋牌辣味香腸,黑橋牌低脂香腸,黑橋牌歐式早餐火腿,黑橋牌特級香腸,黑橋牌切片香腸,黑橋牌辣珍珠香腸,黑橋牌珍珠香腸,黑橋牌培根,黑橋牌特級培根,中式漢堡豬肉排,台式燒肉排,特級獅子頭,黑橋牌特製蒜味香腸,黑橋牌香蒜香腸小丸子,黑豬肉原味香腸",臺南市,CAS,06-2614186,
鼎耀食品股份有限公司,葉青蓁,畜牧,冷藏雞肉(白色肉雞),新北市,CAS,02-29106111,
龍冠畜牧場,陸冠廷,畜牧,一般肉豬,高雄市,產銷履歷,076113387,longguanfarm@yahoo.com.tw
耀陞食品股份有限公司,陳炳乾,畜牧,"冷藏雞肉（白色肉雞）,冷凍雞肉（白色肉雞）",臺中市,CAS,04-26932099,
臺南市肉品市場股份有限公司,賴清德,畜牧,牛肉,臺南市,產銷履歷,06-5835101~4,ms25@ms1.gsn.gov.tw
臺南蛋品股份有限公司,陳得受,畜牧,"精力鮮蛋,源牧鮮蛋,優鮮蛋,冷藏殺菌全蛋液,冷藏殺菌蛋白液,冷藏殺菌蛋黃液,冷凍殺菌全蛋液",臺南市,CAS,06-5954160,
臺南蛋品股份有限公司,陳得受,畜牧,雞蛋,臺南市,產銷履歷,06-5959059,amylai@tpe.hyweb.com.tw
臺灣菸酒股份有限公司宜蘭酒廠,黃及時,畜牧,"紹興紅麴香腸,高粱紅麴香腸,酒香紹興香腸,酒香紅麴香腸,蒜味高粱紅麴香腸",宜蘭縣,CAS,03-9355526,
臺灣菸酒股份有限公司屏東酒廠,丘新華,畜牧,"紅麴豬腳,台酒花雕蹄膀",屏東縣,CAS,08-7781640,
興中台股份有限公司,賴豐富,畜牧,"冷藏雞肉,冷凍雞肉",彰化縣,CAS,04-8927806,
興聯畜牧場第二場,劉學銀,畜牧,白肉雞,桃園市,產銷履歷,03-4728671,cindyshyu1108@gmail.com
芬芳烹材股份有限公司,簡明山,畜牧,"冷凍豬肉,冷凍雞肉,冷凍鴨肉",新北市,CAS,02-26851040,
花蓮縣光豐地區農會肉品加工場,林清水,畜牧,"冷藏豬肉,冷凍豬肉",花蓮縣,CAS,03-8705602,
台糖公司畜殖事業部六塊厝畜殖場,黃啟明,畜牧,一般肉豬,屏東縣,產銷履歷,08-7521821,hr7216@taisugar.com.tw
台糖公司畜殖事業部大響營第一畜殖場,鄭明寅,畜牧,一般肉豬,屏東縣,產銷履歷,08-8791054,hr7341@taisugar.com.tw
台糖公司畜殖事業部大響營第二畜殖場,鍾永貴,畜牧,一般肉豬,屏東縣,產銷履歷,08-8791064,hr7342@taisugar.com.tw
台糖公司畜殖事業部蒜頭第二畜殖場,楊亮祺,畜牧,一般肉豬,嘉義縣,產銷履歷,05-360-1255,hr4542@taisugar.com.tw
台糖公司虎尾畜殖場,陳和欽,畜牧,一般肉豬,雲林縣,產銷履歷,05-6652010,hr2115@taisugar.com.tw
合鑫牧場,張傑焱,畜牧,一般肉豬,雲林縣,產銷履歷,05-6331127,blackdeathr@hotmail.com
吉群畜牧場,徐溫火,畜牧,一般肉豬,花蓮縣,產銷履歷,03-8731011,h69385@ms48.hinet.net
吳記蛋品有限公司,吳拯,畜牧,"AAG蛋,冷藏殺菌全蛋液,AA紅蛋,AA紅蛋,AAG蛋",新北市,CAS,02-26725959,
呈昊畜牧場,沈炳宏,畜牧,雞蛋,雲林縣,產銷履歷,0922346456,syling29965@yahoo.com.tw
味一食品有限公司屏南廠,謝清銀,畜牧,"豬肉鬆,味一寶寶豬肉鬆,海苔芝麻豬肉鬆",屏東縣,CAS,08-8662733,
大潤發流通事業股份有限公司南湖分公司,梅思勰,畜牧,冷藏豬肉（黑毛豬及白毛豬),臺北市,CAS,02-27905050,
大潤發流通事業股份有限公司台中分公司,梅思勰,畜牧,"冷藏雞肉,冷藏豬肉（黑毛豬及白毛豬)",臺中市,CAS,(04)2201-5659,
大潤發流通事業股份有限公司台南分公司,梅思勰,畜牧,"冷藏雞肉,冷藏豬肉（黑毛豬及白毛豬)",臺南市,CAS,(06)229-5999,
大潤發流通事業股份有限公司員林分公司,梅思勰,畜牧,"冷藏雞肉,冷藏豬肉（黑毛豬及白毛豬)",彰化縣,CAS,(04)831-5058,
大潤發流通事業股份有限公司嘉義分公司,梅思勰,畜牧,"冷藏雞肉,冷藏豬肉（黑毛豬及白毛豬)",嘉義市,CAS,05-2323699,
大潤發流通事業股份有限公司土城分公司,梅思勰,畜牧,"冷藏雞肉,冷藏豬肉（黑毛豬及白毛豬)",新北市,CAS,(02)2267-4750,
大潤發流通事業股份有限公司平鎮分公司,梅思勰,畜牧,"冷藏雞肉,冷藏豬肉（黑毛豬及白毛豬)",桃園市,CAS,(03)439-9888,
大潤發流通事業股份有限公司忠孝分公司,梅思勰,畜牧,"冷藏雞肉,冷藏豬肉（黑毛豬及白毛豬)",新竹市,CAS,(03)561-0168,
大潤發流通事業股份有限公司斗南分公司,梅思勰,畜牧,"冷藏豬肉（黑毛豬及白毛豬),冷藏雞肉",雲林縣,CAS,(05)595-5959,
大潤發流通事業股份有限公司新店分公司,梅思勰,畜牧,"冷藏豬肉（黑毛豬及白毛豬),冷藏雞肉",新北市,CAS,02-89122188,
福隆種畜場,張穎發,畜牧,一般肉豬,嘉義縣,產銷履歷,05-3781816,fulong50410@yahoo.com.tw
福頂企業股份有限公司,朱素貞,畜牧,雞蛋,臺南市,產銷履歷,06-5903698,info@fuding.com.tw
禽農產業股份有限公司,魏尚將,畜牧,土雞,屏東縣,產銷履歷,073450255,sunny121483@hotmail.com
禾豐畜牧場,黃舉昇,畜牧,一般肉豬,屏東縣,產銷履歷,087210256,lynnhung@acmegb.com
立大農畜興業股份有限公司,周明雄,畜牧,"冷藏豬肉,冷凍豬肉,立大培根,立大珍腿,立大火腿,立大夢麗絲火腿,立大三明治火腿,立大蔬菜火腿,御賞里肌肉排",高雄市,CAS,07-6979066,
立瑞畜產有限公司,王雅慧,畜牧,"冷藏雞肉（土雞）,冷凍雞肉（土雞）",雲林縣,CAS,05-6656910,
立瑞畜產有限公司,王雅慧,畜牧,土雞,雲林縣,產銷履歷,05-6656911,leadray.co@msa.hinet.net
立益農牧場,馮超俊,畜牧,長虹蛋,屏東縣,CAS,08-7936222,
立祥畜牧場,蔡文良,畜牧,"勁蛋,美日元氣,當家花蛋,當家花蛋紅殼蛋,優鮮蛋,健康白殼蛋,健康紅殼蛋,源牧鮮蛋",臺南市,CAS,06-2781649,
立祥畜牧場,蔡文良,畜牧,雞蛋,臺南市,產銷履歷,06-2781649,jingegg.service@gmail.com.tw
七美畜牧場,張柒,畜牧,土雞,高雄市,產銷履歷,06-2622033,andy19720822@yahoo.com.tw
三久牧場,洪崇拼,畜牧,一般肉豬,雲林縣,產銷履歷,05-5989893,sjfarm@ms56.hinet.net
三久食品股份有限公司,曾桂美,畜牧,一般肉豬,臺中市,產銷履歷,04-23319939,sj.pork@msa.hinet.net
三又二分之一農產有限公司湖內營業所,吳明哲,畜牧,土雞,高雄市,產銷履歷,076936501,funsun.321g@gmail.com
三明畜牧場(二場),陳在明,畜牧,一般肉豬,雲林縣,產銷履歷,05-6973671,a6972427@yahoo.com.tw
三源畜牧場,陳永雄,畜牧,一般肉豬,雲林縣,產銷履歷,055339907,sanyuanfarm99@msn.com
上品王食品股份有限公司,謝石潭,畜牧,"冷藏殺菌全蛋液,冷藏殺菌蛋白液,冷藏殺菌蛋黃液,冷凍殺菌全蛋液",高雄市,CAS,07-6317922,
上德食品有限公司,林彥禮,畜牧,冷藏雞肉(白肉雞),桃園市,CAS,03-4734000,
上瑩畜牧場,周弘奇,畜牧,白肉雞,雲林縣,產銷履歷,04-26361156,hcchou@fwusow.com.tw
中國青年商店股份有限公司,陳重信,畜牧,"冷藏豬肉,冷藏雞肉",新北市,CAS,02-22989100,
芸彰企業社,張志名,畜牧,牛肉,雲林縣,產銷履歷,05-5972509,sander_war@hotmail.com
芸彰畜牧場,張志名,畜牧,牛肉,雲林縣,產銷履歷,05-5972509,sander_war@hotmail.com
萬偉股份有限公司,蘇增偉,畜牧,"冷藏豬肉,冷凍豬肉",屏東縣,CAS,08-7551725,
萬金畜牧場,陳健福,畜牧,白肉雞,屏東縣,產銷履歷,0920654769,wanjin0920654769@gmail.com
蓮貞牧場,龔文俊,畜牧,一般肉豬,花蓮縣,產銷履歷,03-8882226,no@nomail.com
行政院退除役官兵輔導委員會彰化農場合營畜牧場,傅忠毅、合營人(張智翔),畜牧,一般肉豬,彰化縣,產銷履歷,04-8790767,summit.chang@msa.hinet.net
裕毛屋企業股份有限公司,謝明達,畜牧,"冷藏豬肉,冷藏雞肉",,CAS,04-7540432,
裕毛屋企業股份有限公司,謝式銘,畜牧,一般肉豬,臺中市,產銷履歷,04-23216360,jackiexyz@yumaowu.com.tw
裕毛屋企業股份有限公司崇德店分公司,謝式銘,畜牧,一般肉豬,臺中市,產銷履歷,04-22453238,jackiexyz@yumaowu.com.tw
裕毛屋企業股份有限公司彰化分公司,謝式銘,畜牧,一般肉豬,彰化縣,產銷履歷,047258022,jackiexyz@yumaowu.com.tw
金大畜牧場,黃啟誠,畜牧,雞蛋,彰化縣,產銷履歷,04-8683930,chinta@chin-ta.tw
金楷畜牧場,葉木盛,畜牧,一般肉豬,苗栗縣,產銷履歷,037-470333,q037470333@yahoo.com.tw
金永旺畜牧場,羅玉芳,畜牧,白肉雞,南投縣,產銷履歷,0423365750,alexchen@kingrichfoods.com
金豐盛食品 永康廠,羅錫欽,畜牧,白肉雞,臺南市,產銷履歷,0423365750,alexchen@kingrichfoods.com
金門縣畜產試驗所種牛牧場,文水成,畜牧,牛肉,金門縣,產銷履歷,082-332621,sweet@mail.kinmen.gov.tw
鈜景國產肉品專賣店,楊晴如,畜牧,冷藏牛肉,嘉義縣,CAS,05-3623520,
鈜景國產肉品專賣店,楊晴如,畜牧,牛肉,嘉義縣,產銷履歷,05-3623520,heng.jieng@msa.hinet.net
鈜景食品企業股份有限公司嘉義分公司,楊晴如,畜牧,牛肉,嘉義縣,產銷履歷,053703289,heng.jieng@msa.hinet.net
鐘永居畜牧場,鐘永居,畜牧,一般肉豬,雲林縣,產銷履歷,0934003218,frank6650483@yahoo.com.tw
長庚牧場二場,洪詩庚,畜牧,一般肉豬,彰化縣,產銷履歷,04-8970690,no@nomail.com
立蜂實業有限公司,沈榮祥,畜牧,"冷藏雞肉,冷凍雞肉",屏東縣,CAS,08-7075575,
統一企業股份有限公司,羅智先,畜牧,"滿漢蒜味香腸,滿漢嘟嘟好蒜味小香腸,滿漢原味香腸,滿漢嘟嘟好原味小香腸,博客原味條狀火腿,博客原味切片火腿",臺南市,CAS,06-5991511,
統一企業股份有限公司新市廠,羅智先,畜牧,"瑞穗低脂鮮乳,瑞穗脫脂鮮乳,Dr. Milker極鮮乳全脂,Dr. Milker極鮮乳低脂,瑞穗極製低溫殺菌鮮乳,瑞穗鮮乳星巴克專用,瑞穗鮮乳City Cafe專用,瑞穗全脂鮮乳",臺南市,CAS,06-5991511,
統一企業股份有限公司楊梅廠,羅智先,畜牧,"瑞穗全脂鮮乳,瑞穗低脂鮮乳",桃園市,CAS,03-4784143,
羅東鎮農會食品工廠,黃智庸,畜牧,羅董養生皮蛋,宜蘭縣,CAS,03-9574525,
美淇食品有限公司,范素娥,畜牧,冷凍豬肉,新北市,CAS,02-82453877,
義美食品股份有限公司南崁廠,高志明,畜牧,"義美全脂鮮乳,義美低脂鮮乳,義美全脂高鈣鮮乳,義美低脂高鈣鮮乳",桃園市,CAS,03-3222406,
義進牧場,詹茂義,畜牧,"力優蛋,金好蛋",彰化縣,CAS,04-8971278,
義進牧場,詹茂義,畜牧,雞蛋,彰化縣,產銷履歷,04-8971278,a11032005@yahoo.com.tw
耀政畜牧場,張耀政,畜牧,一般肉豬,雲林縣,產銷履歷,05-6629626,black.pork@msa.hinet.net
瑞祥牧場,方瑞祥,畜牧,一般肉豬,臺東縣,產銷履歷,089-812082,pig812082@yahoo.com.tw
瑞輝食品股份有限公司,郭晉豪,畜牧,"瑞輝熱狗,瑞輝煙燻培根",桃園市,CAS,03-3868190,
瑞鐘畜牧場,王文通,畜牧,一般肉豬,臺中市,產銷履歷,04-26275857,blackpigking@yahoo.com.tw
百豐傳牧場,郭博儒,畜牧,一般肉豬,臺南市,產銷履歷,065724157,king228@xuite.net
石基牧場,黃石基,畜牧,牛肉,屏東縣,產銷履歷,08-7072917,cjl@soon.tinghsin.com.tw
石安牧場,謝石泉,畜牧,領鮮蛋,高雄市,CAS,07-6312776,
石安牧場,謝石泉,畜牧,雞蛋,高雄市,產銷履歷,07-6312776,service@shihanfarm.com.tw
碁富食品股份有限公司觀音廠,麥大衛,畜牧,洋火腿,桃園市,CAS,03-4839601,
福商勝蛋品有限公司,高蜜麗,畜牧,"冷藏殺菌液全蛋,冷藏殺菌液蛋白,冷藏殺菌液蛋黃,冷凍殺菌液全蛋",新北市,CAS,02-29068755,
福安牧場關西場,呂宜峰,畜牧,雞蛋,新竹縣,產銷履歷,03-3889939,egg3636@gmail.com
